Date,Close/Last,Volume,Open,High,Low,Day
"45,113.00",191.81,"45,156,010.00",189.84,192.02,189.20,410
"45,112.00",191.33,"46,920,260.00",191.57,192.98,190.62,411
"45,110.00",192.46,"31,346,600.00",193.78,193.88,191.76,412
"45,107.00",193.97,"85,213,220.00",191.63,194.48,191.26,413
"45,106.00",189.59,"46,347,310.00",189.08,190.07,188.94,414
"45,105.00",189.25,"51,216,800.00",187.93,189.90,187.60,415
"45,104.00",188.06,"50,730,850.00",185.89,188.39,185.67,416
"45,103.00",185.27,"48,088,660.00",186.83,188.05,185.23,417
"45,100.00",186.68,"53,117,000.00",185.55,187.56,185.01,418
"45,099.00",187.00,"51,245,330.00",183.74,187.05,183.67,419
"45,098.00",183.96,"49,515,700.00",184.90,185.41,182.59,420
"45,097.00",185.01,"49,799,090.00",184.41,186.10,184.41,421
"45,093.00",184.92,"101,256,200.00",186.73,186.99,184.27,422
"45,092.00",186.01,"65,433,170.00",183.96,186.52,183.78,423
"45,091.00",183.95,"57,462,880.00",183.37,184.39,182.02,424
"45,090.00",183.31,"54,929,130.00",182.80,184.15,182.44,425
"45,089.00",183.79,"54,755,000.00",181.27,183.89,180.97,426
"45,086.00",180.96,"48,899,970.00",181.50,182.23,180.63,427
"45,085.00",180.57,"50,214,880.00",177.90,180.84,177.46,428
"45,084.00",177.82,"61,944,620.00",178.44,181.21,177.32,429
"45,083.00",179.21,"64,848,370.00",179.97,180.12,177.43,430
"45,082.00",179.58,"121,946,500.00",182.63,184.95,178.04,431
"45,079.00",180.95,"61,996,910.00",181.03,181.78,179.26,432
"45,078.00",180.09,"68,901,810.00",177.70,180.12,176.93,433
"45,077.00",177.25,"99,625,290.00",177.33,179.35,176.76,434
"45,076.00",177.30,"55,964,400.00",176.96,178.99,176.57,435
"45,072.00",175.43,"54,834,980.00",173.32,175.77,173.11,436
"45,071.00",172.99,"56,058,260.00",172.41,173.90,171.69,437
"45,070.00",171.84,"45,143,490.00",171.09,172.42,170.52,438
"45,069.00",171.56,"50,747,260.00",173.13,173.38,171.28,439
"45,068.00",174.20,"43,570,930.00",173.98,174.71,173.45,440
"45,065.00",175.16,"55,809,480.00",176.39,176.39,174.94,441
"45,064.00",175.05,"65,496,660.00",173.00,175.24,172.58,442
"45,063.00",172.69,"57,951,600.00",171.71,172.93,170.42,443
"45,062.00",172.07,"42,110,290.00",171.99,173.14,171.80,444
"45,061.00",172.07,"37,266,660.00",173.16,173.21,171.47,445
"45,058.00",172.57,"45,533,140.00",173.62,174.06,171.00,446
"45,057.00",173.75,"49,514,680.00",173.85,174.59,172.17,447
"45,056.00",173.56,"53,724,500.00",173.02,174.03,171.90,448
"45,055.00",171.77,"45,326,870.00",173.05,173.54,171.60,449
"45,054.00",173.50,"55,962,790.00",172.48,173.85,172.11,450
"45,051.00",173.57,"113,453,200.00",170.98,174.30,170.76,451
"45,050.00",165.79,"81,235,430.00",164.89,167.04,164.31,452
"45,049.00",167.45,"65,136,020.00",169.50,170.92,167.16,453
"45,048.00",168.54,"48,425,700.00",170.09,170.35,167.54,454
"45,047.00",169.59,"52,472,940.00",169.28,170.45,168.64,455
"45,044.00",169.68,"55,275,850.00",168.49,169.85,167.88,456
"45,043.00",168.41,"64,902,330.00",165.19,168.56,165.19,457
"45,042.00",163.76,"45,498,800.00",163.06,165.28,162.80,458
"45,041.00",163.77,"48,714,060.00",165.19,166.31,163.73,459
"45,040.00",165.33,"41,949,580.00",165.00,165.60,163.89,460
"45,037.00",165.02,"58,337,340.00",165.05,166.45,164.49,461
"45,036.00",166.65,"52,456,380.00",166.09,167.87,165.56,462
"45,035.00",167.63,"47,720,170.00",165.80,168.16,165.54,463
"45,034.00",166.47,"49,923,010.00",166.10,167.41,165.65,464
"45,033.00",165.23,"41,516,220.00",165.09,165.39,164.03,465
"45,030.00",165.21,"49,386,480.00",164.59,166.32,163.82,466
"45,029.00",165.56,"68,445,650.00",161.63,165.80,161.42,467
"45,028.00",160.10,"50,133,060.00",161.22,162.06,159.78,468
"45,027.00",160.80,"47,644,220.00",162.35,162.36,160.51,469
"45,026.00",162.03,"47,716,880.00",161.42,162.03,160.08,470
"45,022.00",164.66,"45,390,120.00",162.43,164.96,162.00,471
"45,021.00",163.76,"51,511,740.00",164.74,165.05,161.80,472
"45,020.00",165.63,"46,278,300.00",166.60,166.84,165.11,473
"45,019.00",166.17,"56,976,190.00",164.27,166.29,164.22,474
"45,016.00",164.90,"68,749,790.00",162.44,165.00,161.91,475
"45,015.00",162.36,"49,501,690.00",161.53,162.47,161.27,476
"45,014.00",160.77,"51,305,690.00",159.37,161.05,159.35,477
"45,013.00",157.65,"45,992,150.00",157.97,158.49,155.98,478
"45,012.00",158.28,"52,390,270.00",159.94,160.77,157.87,479
"45,009.00",160.25,"59,256,340.00",158.86,160.34,157.85,480
"45,008.00",158.93,"67,622,060.00",158.83,161.55,157.68,481
"45,007.00",157.83,"75,701,810.00",159.30,162.14,157.81,482
"45,006.00",159.28,"73,938,290.00",157.32,159.40,156.54,483
"45,005.00",157.40,"73,641,420.00",155.07,157.82,154.15,484
"45,002.00",155.00,"98,944,630.00",156.08,156.74,154.28,485
"45,001.00",155.85,"76,254,420.00",152.16,156.46,151.64,486
"45,000.00",152.99,"77,167,870.00",151.19,153.25,149.92,487
"44,999.00",152.59,"73,695,890.00",151.28,153.40,150.10,488
"44,998.00",150.47,"84,457,120.00",147.81,153.14,147.70,489
"44,995.00",148.50,"68,572,400.00",150.21,150.94,147.61,490
"44,994.00",150.59,"53,833,580.00",153.56,154.54,150.23,491
"44,993.00",152.87,"47,204,790.00",152.81,153.47,151.83,492
"44,992.00",151.60,"56,182,030.00",153.70,154.03,151.13,493
"44,991.00",153.83,"87,558,030.00",153.79,156.30,153.46,494
"44,988.00",151.03,"70,732,300.00",148.05,151.11,147.33,495
"44,987.00",145.91,"52,279,760.00",144.38,146.71,143.90,496
"44,986.00",145.31,"55,478,990.00",146.83,147.23,145.01,497
"44,985.00",147.41,"50,547,000.00",147.05,149.08,146.83,498
"44,984.00",147.92,"44,998,470.00",147.71,149.17,147.45,499
"44,981.00",146.71,"55,469,610.00",147.11,147.19,145.72,500
"44,980.00",149.40,"48,394,250.00",150.09,150.34,147.24,501
"44,979.00",148.91,"51,011,310.00",148.87,149.95,147.16,502
"44,978.00",148.48,"58,867,230.00",150.20,151.30,148.41,503
"44,974.00",152.55,"59,144,120.00",152.35,153.00,150.85,504
"44,973.00",153.71,"68,167,940.00",153.51,156.33,153.35,505
"44,972.00",155.33,"65,669,250.00",153.11,155.50,152.88,506
"44,971.00",153.20,"61,707,570.00",152.12,153.77,150.86,507
"44,970.00",153.85,"62,199,010.00",150.95,154.26,150.92,508
"44,967.00",151.01,"57,450,710.00",149.46,151.34,149.22,509
"44,966.00",150.87,"56,007,140.00",153.78,154.33,150.42,510
"44,965.00",151.92,"64,120,080.00",153.88,154.58,151.17,511
"44,964.00",154.65,"83,322,550.00",150.64,155.23,150.64,512
"44,963.00",151.73,"69,858,310.00",152.58,153.10,150.78,513
"44,960.00",154.50,"154,357,300.00",148.03,157.38,147.83,514
"44,959.00",150.82,"118,339,000.00",148.90,151.18,148.17,515
"44,958.00",145.43,"77,663,630.00",143.97,146.61,141.32,516
"44,957.00",144.29,"65,874,460.00",142.70,144.34,142.28,517
"44,956.00",143.00,"64,015,270.00",144.96,145.55,142.85,518
"44,953.00",145.93,"70,555,840.00",143.16,147.23,143.08,519
"44,952.00",143.96,"54,105,070.00",143.17,144.25,141.90,520
"44,951.00",141.86,"65,799,350.00",140.89,142.43,138.81,521
"44,950.00",142.53,"66,435,140.00",140.31,143.16,140.30,522
"44,949.00",141.11,"81,760,310.00",138.12,143.32,137.90,523
"44,946.00",137.87,"80,223,630.00",135.28,138.02,134.22,524
"44,945.00",135.27,"58,280,410.00",134.08,136.25,133.77,525
"44,944.00",135.21,"69,672,800.00",136.82,138.61,135.03,526
"44,943.00",135.94,"63,646,630.00",134.83,137.29,134.13,527
"44,939.00",134.76,"57,809,720.00",132.03,134.92,131.66,528
"44,938.00",133.41,"71,379,650.00",133.88,134.26,131.44,529
"44,937.00",133.49,"69,458,950.00",131.25,133.51,130.46,530
"44,936.00",130.73,"63,896,160.00",130.26,131.26,128.12,531
"44,935.00",130.15,"70,790,810.00",130.47,133.41,129.89,532
"44,932.00",129.62,"87,754,720.00",126.01,130.29,124.89,533
"44,931.00",125.02,"80,962,710.00",127.13,127.77,124.76,534
"44,930.00",126.36,"89,113,630.00",126.89,128.66,125.08,535
"44,929.00",125.07,"112,117,500.00",130.28,130.90,124.17,536
"44,925.00",129.93,"77,034,210.00",128.41,129.95,127.43,537
"44,924.00",129.61,"75,703,710.00",127.99,130.48,127.73,538
"44,923.00",126.04,"85,438,390.00",129.67,131.03,125.87,539
"44,922.00",130.03,"69,007,830.00",131.38,131.41,128.72,540
"44,918.00",131.86,"63,814,890.00",130.92,132.42,129.64,541
"44,917.00",132.23,"77,852,110.00",134.35,134.56,130.30,542
"44,916.00",135.45,"85,927,990.00",132.98,136.81,132.75,543
"44,915.00",132.30,"77,432,820.00",131.39,133.25,129.89,544
"44,914.00",132.37,"79,592,610.00",135.11,135.20,131.32,545
"44,911.00",134.51,"160,156,900.00",136.69,137.65,133.73,546
"44,910.00",136.50,"98,931,910.00",141.11,141.80,136.03,547
"44,909.00",143.21,"82,291,180.00",145.35,146.66,141.16,548
"44,908.00",145.47,"93,886,160.00",149.50,149.97,144.24,549
"44,907.00",144.49,"70,462,650.00",142.70,144.50,141.06,550
"44,904.00",142.16,"76,097,010.00",142.34,145.57,140.90,551
"44,903.00",142.65,"62,128,340.00",142.36,143.52,141.10,552
"44,902.00",140.94,"69,721,090.00",142.19,143.37,140.00,553
"44,901.00",142.91,"64,727,190.00",147.08,147.30,141.92,554
"44,900.00",146.63,"68,826,440.00",147.77,150.92,145.77,555
"44,897.00",147.81,"65,447,450.00",145.96,148.00,145.65,556
"44,896.00",148.31,"71,250,420.00",148.21,149.13,146.61,557
"44,895.00",148.03,"111,380,900.00",141.40,148.72,140.55,558
"44,894.00",141.17,"83,763,800.00",144.29,144.81,140.36,559
"44,893.00",144.22,"69,346,520.00",145.14,146.64,143.38,560
"44,890.00",148.11,"35,195,860.00",148.31,148.88,147.12,561
"44,888.00",151.07,"58,301,400.00",149.45,151.83,149.34,562
"44,887.00",150.18,"51,804,130.00",148.13,150.42,146.93,563
"44,886.00",148.01,"58,724,070.00",150.16,150.37,147.72,564
"44,883.00",151.29,"74,829,570.00",152.31,152.70,149.97,565
"44,882.00",150.72,"80,389,400.00",146.43,151.48,146.15,566
"44,881.00",148.79,"64,218,270.00",149.13,149.87,147.29,567
"44,880.00",150.04,"89,868,330.00",152.22,153.59,148.56,568
"44,879.00",148.28,"73,374,110.00",148.97,150.28,147.43,569
"44,876.00",149.70,"93,979,670.00",145.82,150.01,144.37,570
"44,875.00",146.87,"118,854,000.00",141.24,146.87,139.50,571
"44,874.00",134.87,"74,917,790.00",138.50,138.55,134.59,572
"44,873.00",139.50,"89,908,480.00",140.41,141.43,137.49,573
"44,872.00",138.92,"83,374,630.00",137.11,139.15,135.67,574
"44,869.00",138.38,"140,814,800.00",142.09,142.67,134.38,575
"44,868.00",138.88,"97,918,520.00",142.06,142.80,138.75,576
"44,867.00",145.03,"93,604,620.00",148.95,152.17,145.00,577
"44,866.00",150.65,"80,379,350.00",155.08,155.45,149.13,578
"44,865.00",153.34,"97,943,170.00",153.16,154.24,151.92,579
"44,862.00",155.74,"164,762,400.00",148.20,157.50,147.82,580
"44,861.00",144.80,"109,180,200.00",148.07,149.05,144.13,581
"44,860.00",149.35,"88,436,170.00",150.96,151.99,148.04,582
"44,859.00",152.34,"74,732,290.00",150.09,152.49,149.36,583
"44,858.00",149.45,"75,981,920.00",147.19,150.23,146.00,584
"44,855.00",147.27,"86,548,610.00",142.87,147.85,142.65,585
"44,854.00",143.39,"64,521,990.00",143.02,145.89,142.65,586
"44,853.00",143.86,"61,758,340.00",141.69,144.95,141.50,587
"44,852.00",143.75,"99,136,610.00",145.49,146.70,140.61,588
"44,851.00",142.41,"85,250,940.00",141.07,142.90,140.27,589
"44,848.00",138.38,"88,597,970.00",144.31,144.52,138.19,590
"44,847.00",142.99,"113,224,000.00",134.99,143.59,134.37,591
"44,846.00",138.34,"70,433,740.00",139.13,140.36,138.16,592
"44,845.00",138.98,"77,033,670.00",139.90,141.35,138.22,593
"44,844.00",140.42,"74,899,000.00",140.42,141.89,138.57,594
"44,841.00",140.09,"85,925,560.00",142.54,143.10,139.45,595
"44,840.00",145.43,"68,402,170.00",145.81,147.54,145.22,596
"44,839.00",146.40,"79,470,970.00",144.08,147.38,143.01,597
"44,838.00",146.10,"87,830,060.00",145.03,146.22,144.26,598
"44,837.00",142.45,"114,311,700.00",138.21,143.07,137.69,599
"44,834.00",138.20,"124,925,300.00",141.28,143.10,138.00,600
"44,833.00",142.48,"128,138,200.00",146.10,146.72,140.68,601
"44,832.00",149.84,"146,691,400.00",147.64,150.64,144.84,602
"44,831.00",151.76,"84,442,740.00",152.74,154.72,149.95,603
"44,830.00",150.77,"93,339,410.00",149.66,153.77,149.64,604
"44,827.00",150.43,"96,029,910.00",151.19,151.47,148.56,605
"44,826.00",152.74,"86,652,540.00",152.38,154.47,150.91,606
"44,825.00",153.72,"101,696,800.00",157.34,158.74,153.60,607
"44,824.00",156.90,"107,689,800.00",153.40,158.08,153.08,608
"44,823.00",154.48,"81,474,250.00",149.31,154.56,149.10,609
"44,820.00",150.70,"162,278,800.00",151.21,151.35,148.37,610
"44,819.00",152.37,"90,481,110.00",154.65,155.24,151.38,611
"44,818.00",155.31,"87,965,410.00",154.79,157.10,153.61,612
"44,817.00",153.84,"122,656,600.00",159.90,160.54,153.37,613
"44,816.00",163.43,"104,956,000.00",159.59,164.26,159.30,614
"44,813.00",157.37,"68,081,010.00",155.47,157.82,154.75,615
"44,812.00",154.46,"84,923,850.00",154.64,156.36,152.68,616
"44,811.00",155.96,"87,449,570.00",154.83,156.67,153.61,617
"44,810.00",154.53,"73,714,840.00",156.47,157.09,153.69,618
"44,806.00",155.81,"76,957,770.00",159.75,160.36,154.97,619
"44,805.00",157.96,"74,229,900.00",156.64,158.42,154.67,620
"44,804.00",157.22,"87,991,090.00",160.31,160.58,157.14,621
"44,803.00",158.91,"77,906,200.00",162.13,162.56,157.72,622
"44,802.00",161.38,"73,313,950.00",161.15,162.90,159.82,623
"44,799.00",163.62,"78,960,980.00",170.57,171.05,163.56,624
"44,798.00",170.03,"51,218,210.00",168.78,170.14,168.35,625
"44,797.00",167.53,"53,841,520.00",167.32,168.11,166.25,626
"44,796.00",167.23,"54,147,080.00",167.08,168.71,166.65,627
"44,795.00",167.57,"69,026,810.00",169.69,169.86,167.14,628
"44,792.00",171.52,"70,346,300.00",173.03,173.74,171.31,629
"44,791.00",174.15,"62,290,080.00",173.75,174.90,173.12,630
"44,790.00",174.55,"79,542,040.00",172.77,176.15,172.57,631
"44,789.00",173.03,"56,377,050.00",172.78,173.71,171.66,632
"44,788.00",173.19,"54,091,690.00",171.52,173.39,171.35,633
"44,785.00",172.10,"68,039,380.00",169.82,172.17,169.40,634
"44,784.00",168.49,"57,149,160.00",170.06,170.99,168.19,635
"44,783.00",169.24,"70,170,540.00",167.68,169.34,166.90,636
"44,782.00",164.92,"63,135,500.00",164.02,165.82,163.25,637
"44,781.00",164.87,"60,362,340.00",166.37,167.81,164.20,638
"44,778.00",165.35,"56,696,990.00",163.21,165.85,163.00,639
"44,777.00",165.81,"55,474,140.00",166.01,167.19,164.43,640
"44,776.00",166.13,"82,507,490.00",160.84,166.59,160.75,641
"44,775.00",160.01,"59,907,030.00",160.10,162.41,159.63,642
"44,774.00",161.51,"67,829,380.00",161.01,163.59,160.89,643
"44,771.00",162.51,"101,786,900.00",161.24,163.63,159.50,644
"44,770.00",157.35,"81,378,730.00",156.98,157.64,154.41,645
"44,769.00",156.79,"78,620,690.00",152.58,157.33,152.16,646
"44,768.00",151.60,"55,138,690.00",152.27,153.09,150.80,647
"44,767.00",152.95,"53,623,950.00",154.01,155.04,152.28,648
"44,764.00",154.09,"66,675,410.00",155.39,156.28,153.41,649
"44,763.00",155.35,"65,086,640.00",154.50,155.57,151.94,650
"44,762.00",153.04,"64,823,410.00",151.12,153.72,150.37,651
"44,761.00",151.00,"82,982,370.00",147.92,151.23,146.91,652
"44,760.00",147.07,"81,420,870.00",150.74,151.57,146.70,653
"44,757.00",150.17,"76,259,930.00",149.78,150.86,148.20,654
"44,756.00",148.47,"78,140,740.00",144.08,148.95,143.25,655
"44,755.00",145.49,"71,185,560.00",142.99,146.45,142.12,656
"44,754.00",145.86,"77,588,760.00",145.76,148.45,145.05,657
"44,753.00",144.87,"63,305,110.00",145.67,146.64,143.78,658
"44,750.00",147.04,"64,547,800.00",145.27,147.55,145.00,659
"44,749.00",146.35,"66,253,710.00",143.29,146.55,143.28,660
"44,748.00",142.92,"74,064,250.00",141.36,144.12,141.08,661
"44,747.00",141.56,"73,429,640.00",137.77,141.61,136.93,662
"44,743.00",138.93,"71,051,550.00",136.04,139.04,135.66,663
"44,742.00",136.72,"98,964,470.00",137.25,138.37,133.77,664
"44,741.00",139.23,"66,242,410.00",137.46,140.67,136.67,665
"44,740.00",137.44,"67,315,330.00",142.13,143.42,137.33,666
"44,739.00",141.66,"70,207,910.00",142.70,143.49,140.97,667
"44,736.00",141.66,"89,116,840.00",139.90,141.91,139.77,668
"44,735.00",138.27,"72,433,770.00",136.82,138.59,135.63,669
"44,734.00",135.35,"73,409,230.00",134.79,137.76,133.91,670
"44,733.00",135.87,"81,000,490.00",133.42,137.06,133.32,671
"44,729.00",131.56,"134,520,300.00",130.07,133.08,129.81,672
"44,728.00",130.06,"107,961,500.00",132.08,132.39,129.04,673
"44,727.00",135.43,"91,532,970.00",134.29,137.34,132.16,674
"44,726.00",132.76,"84,784,330.00",133.13,133.89,131.48,675
"44,725.00",131.88,"122,207,100.00",132.87,135.20,131.44,676
"44,722.00",137.13,"91,566,640.00",140.28,140.76,137.06,677
"44,721.00",142.64,"69,472,980.00",147.08,147.95,142.53,678
"44,720.00",147.96,"53,950,200.00",148.58,149.87,147.46,679
"44,719.00",148.71,"67,808,150.00",144.35,149.00,144.10,680
"44,718.00",146.14,"71,598,380.00",147.03,148.57,144.90,681
"44,715.00",145.38,"88,570,290.00",146.90,147.97,144.46,682
"44,714.00",151.21,"72,348,060.00",147.83,151.27,146.86,683
"44,713.00",148.71,"74,286,640.00",149.90,151.74,147.68,684
"44,712.00",148.84,"103,718,400.00",149.07,150.66,146.84,685
"44,708.00",149.64,"90,978,500.00",145.39,149.68,145.26,686
"44,707.00",143.78,"90,601,550.00",137.39,144.34,137.14,687
"44,706.00",140.52,"92,482,700.00",138.43,141.79,138.34,688
"44,705.00",140.36,"104,132,700.00",140.81,141.97,137.33,689
"44,704.00",143.11,"117,726,300.00",137.79,143.26,137.65,690
"44,701.00",137.59,"137,426,100.00",139.09,140.70,132.61,691
"44,700.00",137.35,"136,095,600.00",139.88,141.66,136.60,692
"44,699.00",140.82,"109,742,900.00",146.85,147.36,139.90,693
"44,698.00",149.24,"78,336,250.00",148.86,149.77,146.68,694
"44,697.00",145.54,"86,643,780.00",145.55,147.52,144.18,695
"44,694.00",147.11,"113,990,900.00",144.59,148.11,143.11,696
"44,693.00",142.56,"182,602,000.00",142.77,146.20,138.80,697
"44,692.00",146.50,"142,689,800.00",153.50,155.45,145.81,698
"44,691.00",154.51,"115,366,700.00",155.52,156.74,152.93,699
"44,690.00",152.06,"131,577,900.00",154.93,155.83,151.49,700
"44,687.00",157.28,"116,124,600.00",156.01,159.44,154.18,701
"44,686.00",156.77,"130,525,300.00",163.85,164.08,154.95,702
"44,685.00",166.02,"108,256,500.00",159.67,166.48,159.26,703
"44,684.00",159.48,"88,966,530.00",158.15,160.71,156.32,704
"44,683.00",157.96,"123,055,300.00",156.71,158.23,153.27,705
"44,680.00",157.65,"131,747,600.00",161.84,166.20,157.25,706
"44,679.00",163.64,"130,216,800.00",159.25,164.52,158.93,707
"44,678.00",156.57,"88,063,190.00",155.91,159.79,155.38,708
"44,677.00",156.80,"95,623,240.00",162.25,162.34,156.72,709
"44,676.00",162.88,"96,046,380.00",161.12,163.17,158.46,710
"44,673.00",161.79,"84,882,420.00",166.46,167.87,161.50,711
"44,672.00",166.42,"87,227,770.00",168.91,171.53,165.91,712
"44,671.00",167.23,"67,929,810.00",168.76,168.88,166.10,713
"44,670.00",167.40,"67,723,830.00",165.02,167.82,163.91,714
"44,669.00",165.07,"69,023,940.00",163.92,166.60,163.57,715
"44,665.00",165.29,"75,329,380.00",170.62,171.27,165.04,716
"44,664.00",170.40,"70,618,930.00",167.39,171.04,166.77,717
"44,663.00",167.66,"79,265,180.00",168.02,169.87,166.64,718
"44,662.00",165.75,"72,246,710.00",168.71,169.03,165.50,719
"44,659.00",170.09,"76,575,510.00",171.78,171.78,169.20,720
"44,658.00",172.14,"77,594,650.00",171.16,173.36,169.85,721
"44,657.00",171.83,"89,058,780.00",172.36,173.63,170.13,722
"44,656.00",175.06,"73,401,790.00",177.50,178.30,174.42,723
"44,655.00",178.44,"76,545,980.00",174.57,178.49,174.44,724
"44,652.00",174.31,"78,751,330.00",174.03,174.88,171.94,725
"44,651.00",174.61,"103,049,300.00",177.84,178.03,174.40,726
"44,650.00",177.77,"92,633,150.00",178.55,179.61,176.70,727
"44,649.00",178.96,"100,589,400.00",176.69,179.01,176.34,728
"44,648.00",175.60,"90,371,920.00",172.17,175.73,172.00,729
"44,645.00",174.72,"80,546,160.00",173.88,175.28,172.75,730
"44,644.00",174.07,"90,131,420.00",171.06,174.14,170.21,731
"44,643.00",170.21,"98,062,670.00",167.99,172.64,167.65,732
"44,642.00",168.82,"81,532,010.00",165.51,169.42,164.91,733
"44,641.00",165.38,"95,811,350.00",163.51,166.35,163.02,734
"44,638.00",163.98,"123,511,700.00",160.51,164.48,159.76,735
"44,637.00",160.62,"75,615,380.00",158.61,161.00,157.63,736
"44,636.00",159.59,"102,300,200.00",157.05,160.00,154.46,737
"44,635.00",155.09,"92,964,300.00",150.90,155.57,150.38,738
"44,634.00",150.62,"108,732,100.00",151.45,154.12,150.10,739
"44,631.00",154.73,"96,970,100.00",158.93,159.28,154.50,740
"44,630.00",158.52,"105,342,000.00",160.20,160.39,155.98,741
"44,629.00",162.95,"91,454,910.00",161.48,163.41,159.41,742
"44,628.00",157.44,"131,148,300.00",158.82,162.88,155.80,743
"44,627.00",159.30,"96,418,850.00",163.36,165.02,159.04,744
"44,624.00",163.17,"83,819,590.00",164.49,165.55,162.10,745
"44,623.00",166.23,"76,678,440.00",168.47,168.91,165.55,746
"44,622.00",166.56,"79,724,750.00",164.39,167.36,162.95,747
"44,621.00",163.20,"83,474,430.00",164.70,166.60,161.97,748
"44,620.00",165.12,"95,056,630.00",163.06,165.42,162.43,749
"44,617.00",164.85,"91,974,220.00",163.84,165.12,160.87,750
"44,616.00",162.74,"141,147,500.00",152.58,162.85,152.00,751
"44,615.00",160.07,"90,009,250.00",165.54,166.15,159.75,752
"44,614.00",164.32,"91,162,760.00",164.98,166.69,162.15,753
"44,610.00",167.30,"82,772,670.00",169.82,170.54,166.19,754
"44,609.00",168.88,"69,589,340.00",171.03,171.91,168.47,755
"44,608.00",172.55,"61,177,400.00",171.85,173.34,170.05,756
"44,607.00",172.79,"64,286,320.00",170.97,172.95,170.25,757
"44,606.00",168.88,"86,185,530.00",167.37,169.58,166.56,758
"44,603.00",168.64,"98,670,690.00",172.33,173.08,168.04,759
"44,602.00",172.12,"90,865,900.00",174.14,175.48,171.55,760
"44,601.00",176.28,"71,285,040.00",176.05,176.65,174.90,761
"44,600.00",174.83,"74,829,220.00",171.73,175.35,171.43,762
"44,599.00",171.66,"77,251,200.00",172.86,173.95,170.95,763
"44,596.00",172.39,"82,465,400.00",171.68,174.10,170.68,764
"44,595.00",172.90,"89,418,070.00",174.48,176.24,172.12,765
"44,594.00",175.84,"84,914,260.00",174.75,175.88,173.33,766
"44,593.00",174.61,"86,213,910.00",174.01,174.84,172.31,767
"44,592.00",174.78,"115,541,600.00",170.16,175.00,169.51,768
"44,589.00",170.33,"179,935,700.00",165.71,170.35,162.80,769
"44,588.00",159.22,"121,954,600.00",162.45,163.84,158.28,770
"44,587.00",159.69,"108,275,300.00",163.50,164.39,157.82,771
"44,586.00",159.78,"115,798,400.00",158.98,162.76,157.02,772
"44,585.00",161.62,"162,706,700.00",160.02,162.30,154.70,773
"44,582.00",162.41,"122,848,900.00",164.42,166.33,162.30,774
"44,581.00",164.51,"91,420,520.00",166.98,169.68,164.18,775
"44,580.00",166.23,"94,814,990.00",170.00,171.08,165.94,776
"44,579.00",169.80,"91,168,730.00",171.51,172.54,169.41,777
"44,575.00",173.07,"80,440,780.00",171.34,173.78,171.09,778
"44,574.00",172.19,"84,505,760.00",175.78,176.62,171.79,779
"44,573.00",175.53,"74,805,170.00",176.12,177.18,174.82,780
"44,572.00",175.08,"76,138,310.00",172.32,175.18,170.82,781
"44,571.00",172.19,"106,765,600.00",169.08,172.50,168.17,782
"44,568.00",172.17,"86,709,150.00",172.89,174.14,171.03,783
"44,567.00",172.00,"96,903,960.00",172.70,175.30,171.64,784
"44,566.00",174.92,"94,537,600.00",179.61,180.17,174.64,785
"44,565.00",179.70,"99,310,440.00",182.63,182.94,179.12,786
"44,564.00",182.01,"104,701,200.00",177.83,182.88,177.71,787
"44,561.00",177.57,"64,062,260.00",178.09,179.23,177.26,788
"44,560.00",178.20,"59,773,010.00",179.47,180.57,178.09,789
"44,559.00",179.38,"62,348,930.00",179.33,180.63,178.14,790
"44,558.00",179.29,"79,144,340.00",180.16,181.33,178.53,791
"44,557.00",180.33,"74,919,580.00",177.09,180.42,177.07,792
"44,553.00",176.28,"68,356,570.00",175.85,176.85,175.27,793
"44,552.00",175.64,"92,135,300.00",173.04,175.86,172.15,794
"44,551.00",172.99,"91,185,910.00",171.56,173.20,169.12,795
"44,550.00",169.75,"107,499,100.00",168.28,170.58,167.46,796
"44,547.00",171.14,"195,923,400.00",169.93,173.47,169.69,797
"44,546.00",172.26,"150,185,800.00",179.28,181.14,170.75,798
"44,545.00",179.30,"131,063,300.00",175.11,179.50,172.31,799
"44,544.00",174.33,"139,380,400.00",175.25,177.74,172.21,800
"44,543.00",175.74,"153,237,000.00",181.12,182.13,175.53,801
"44,540.00",179.45,"115,402,700.00",175.21,179.63,174.69,802
"44,539.00",174.56,"108,923,700.00",174.91,176.75,173.92,803
"44,538.00",175.08,"116,998,900.00",172.13,175.96,170.70,804
"44,537.00",171.18,"120,405,400.00",169.08,171.58,168.34,805
"44,536.00",165.32,"107,497,000.00",164.29,167.88,164.28,806
"44,533.00",161.84,"118,023,100.00",164.02,164.96,159.72,807
"44,532.00",163.76,"136,739,200.00",158.74,164.20,157.80,808
"44,531.00",164.77,"152,423,000.00",167.48,170.30,164.53,809
"44,530.00",165.30,"174,048,100.00",159.99,165.52,159.92,810
"44,529.00",160.24,"88,748,220.00",159.37,161.19,158.79,811
"44,526.00",156.81,"76,959,750.00",159.57,160.45,156.36,812
"44,524.00",161.94,"69,463,620.00",160.75,162.14,159.64,813
"44,523.00",161.41,"96,041,900.00",161.12,161.80,159.06,814
"44,522.00",161.02,"117,467,900.00",161.68,165.70,161.00,815
"44,519.00",160.55,"117,305,600.00",157.65,161.02,156.53,816
"44,518.00",157.87,"137,827,700.00",153.71,158.67,153.05,817
"44,517.00",153.49,"88,807,000.00",151.00,155.00,150.99,818
"44,516.00",151.00,"59,256,210.00",149.94,151.49,149.34,819
"44,515.00",150.00,"59,222,800.00",150.37,151.88,149.43,820
